Timestamp,Age,Gender,City,Position ,Total years of experience,Years of experience in Germany,Seniority level,Your main technology / programming language,Other technologies/programming languages you use often,Yearly brutto salary (without bonus and stocks) in EUR,Yearly bonus + stocks in EUR,Annual brutto salary (without bonus and stocks) one year ago. Only answer if staying in the same country,Annual bonus+stocks one year ago. Only answer if staying in same country,Number of vacation days,Employment status,Сontract duration,Main language at work,Company size,Company type,Have you lost your job due to the coronavirus outbreak?,"Have you been forced to have a shorter working week (Kurzarbeit)? If yes, how many hours per week","Have you received additional monetary support from your employer due to Work From Home? If yes, how much in 2020 in EUR"
2020-11-24 11:18:52,29,Male,hamburg,Software Development,7.0,3.0,Other,,"Go, Kubernetes, Docker",60350.0,0.0,58000.0,500.0,31.0,Full-time employee,Unlimited contract,English,1000,Product,no,0.0,
2020-11-24 11:19:10,41,Male,berlin,Management & Leadership,18.0,2.0,Senior,,SQL,78000.0,0.0,100000.0,0.0,28.0,Full-time employee,Unlimited contract,English,51-100,Startup,yes,,
2020-11-24 11:20:03,27,Male,berlin,Software Development,8.0,3.0,Senior,,,60000.0,0.0,55000.0,0.0,25.0,Full-time employee,Unlimited contract,English,1000,Product,no,,
2020-11-24 11:20:49,34,Male,berlin,Software Development,11.0,5.0,Lead,,"Kotlin, Javascript / Typescript, AWS, Google Cloud, Kubernetes, Docker",80000.0,80000.0,75000.0,75000.0,28.0,Full-time employee,Unlimited contract,English,101-1000,Product,no,,
2020-11-24 11:21:10,34,Male,berlin,Operations & Support,13.0,5.0,Senior,,,103000.0,0.0,90000.0,0.0,30.0,Full-time employee,Unlimited contract,English,1000,Product,no,,
2020-11-24 11:21:18,34,Male,berlin,Software Development,15.0,9.0,Lead,node.js,"Javascript / Typescript, SQL, Go, AWS, Kubernetes, Docker, Terraform",100000.0,0.0,92000.0,7000.0,24.0,Full-time employee,Unlimited contract,English,1000,Product,no,,
2020-11-24 11:22:57,25,Male,berlin,Software Development,5.0,2.0,Senior,,"Javascript / Typescript, AWS, Docker",65000.0,0.0,,0.0,28.0,Full-time employee,Unlimited contract,German,1000,Product,no,,
2020-11-24 11:23:53,36,Male,berlin,Software Development,17.0,2.0,Lead,,"Python, C/C++, Javascript / Typescript, SQL, Go, AWS, Docker",70000.0,0.0,65000.0,0.0,28.0,Full-time employee,Unlimited contract,English,101-1000,Product,no,,
2020-11-24 11:25:03,38,Male,berlin,Management & Leadership,18.0,4.0,Lead,ios,"Swift, AWS",80000.0,4000.0,80000.0,2000.0,28.0,Full-time employee,Unlimited contract,English,101-1000,Product,yes,,
2020-11-24 11:25:20,24,Male,berlin,Operations & Support,6.0,3.0,Senior,kubernetes,"Python, AWS, Google Cloud, Kubernetes, Docker",75000.0,10000.0,63000.0,0.0,27.0,Full-time employee,Unlimited contract,English,101-1000,Product,no,,
2020-11-24 11:25:32,37,Male,berlin,Operations & Support,6.0,6.0,Other,charles,,47400.0,1000.0,44000.0,1000.0,28.0,Full-time employee,Unlimited contract,German,1000,Media,no,,
2020-11-24 11:26:16,40,Male,berlin,Management & Leadership,13.0,1.0,Senior,sql,Python,70000.0,0.0,,0.0,28.0,Full-time employee,Unlimited contract,English,101-1000,Product,no,0.0,200.0
2020-11-24 11:26:59,29,Male,berlin,Software Development,6.0,4.0,Lead,go,"Python, Go, AWS, Kubernetes, Docker",85000.0,5000.0,78000.0,0.0,28.0,Full-time employee,Unlimited contract,English,101-1000,Product,no,,1100.0
2020-11-24 11:27:34,31,Male,berlin,Software Development,5.0,1.0,Other,,Kotlin,65000.0,0.0,,0.0,28.0,Full-time employee,Unlimited contract,English,101-1000,Startup,no,,
2020-11-24 11:27:39,29,Female,berlin,Operations & Support,7.0,1.0,Other,,Javascript / Typescript,45000.0,2000.0,,0.0,26.0,Full-time employee,Unlimited contract,English,51-100,Startup,no,,
2020-11-24 11:27:49,39,Male,berlin,Software Development,8.0,5.0,Senior,,"Python, Java / Scala, SQL, AWS, Google Cloud, Kubernetes, Docker",80000.0,0.0,80000.0,0.0,29.0,Full-time employee,Unlimited contract,English,51-100,Startup,no,30.0,
2020-11-24 11:28:12,27,Male,berlin,Software Development,8.0,1.0,Other,,,63000.0,101.0,,0.0,24.0,Full-time employee,Unlimited contract,English,101-1000,Product,no,,
2020-11-24 11:28:14,33,Male,berlin,Data & AI,5.0,4.0,Lead,python,"Python, R, Google Cloud, Docker",150000.0,80000.0,81000.0,4000.0,24.0,Full-time employee,Unlimited contract,English,1000,Product,no,0.0,1.0
2020-11-24 11:28:58,28,Female,berlin,Other Roles,7.0,7.0,Other,figma,,45000.0,0.0,37000.0,0.0,28.0,Full-time employee,Unlimited contract,German,1000,Product,no,,
2020-11-24 11:29:18,30,Male,berlin,Software Development,8.0,3.0,Senior,,"Python, Javascript / Typescript, Java / Scala, Go, Kubernetes, Docker",80000.0,0.0,72000.0,3500.0,28.0,Full-time employee,Unlimited contract,English,101-1000,Product,no,0.0,
2020-11-24 11:29:38,28,Male,berlin,Software Development,5.0,1.0,Senior,,"Python, Kotlin, Java / Scala, SQL, AWS, Kubernetes, Docker",75000.0,0.0,58000.0,0.0,25.0,Full-time employee,Unlimited contract,English,101-1000,Startup,no,0.0,
2020-11-24 11:29:55,38,Male,berlin,Operations & Support,10.0,5.0,Senior,,"AWS, Kubernetes, Docker",70000.0,0.0,65000.0,0.0,30.0,Full-time employee,Unlimited contract,English,51-100,Startup,no,0.0,
2020-11-24 11:30:00,29,Male,berlin,Software Development,7.0,2.0,Senior,react,Javascript / Typescript,72000.0,12000.0,63000.0,0.0,27.0,Full-time employee,Unlimited contract,English,1000,Product,no,,1000.0
2020-11-24 11:30:21,32,Male,berlin,Software Development,10.0,5.0,Senior,,"AWS, Kubernetes",105000.0,0.0,80000.0,0.0,60.0,Self-employed (freelancer),Temporary contract,English,101-1000,Product,yes,,5000.0
2020-11-24 11:30:38,33,Female,berlin,Software Development,12.0,5.0,Senior,,"Python, C/C++, Javascript / Typescript, .NET, SQL",88000.0,35200.0,96000.0,20000.0,30.0,Full-time employee,Unlimited contract,English,1000,Product,no,,
2020-11-24 11:30:45,30,Male,berlin,Software Development,6.0,3.0,Senior,,"Kotlin, AWS, Kubernetes, Docker",74000.0,15000.0,54000.0,54000.0,27.0,Full-time employee,Unlimited contract,English,1000,Product,no,,
2020-11-24 11:31:38,28,Female,berlin,Other Roles,5.0,1.0,Senior,,,60000.0,0.0,,0.0,20.0,Full-time employee,Unlimited contract,English,1000,Product,no,,
2020-11-24 11:31:45,32,Male,berlin,Software Development,3.0,1.0,Other,,"AWS, Kubernetes, Docker",77000.0,0.0,62000.0,0.0,30.0,Full-time employee,Unlimited contract,English,101-1000,Product,no,,
2020-11-24 11:31:50,38,Female,berlin,Software Development,12.0,6.0,Senior,,C/C++,70000.0,8000.0,63000.0,0.0,28.0,Full-time employee,Unlimited contract,English,1000,Product,no,0.0,
2020-11-24 11:31:51,31,Male,berlin,Software Development,7.0,3.0,Lead,,"Python, SQL, Google Cloud, Kubernetes, Docker",76000.0,10000.0,69000.0,0.0,27.0,Full-time employee,Unlimited contract,English,101-1000,Startup,no,,
2020-11-24 11:32:11,35,Male,berlin,Software Development,10.0,7.0,Senior,,"Go, AWS, Kubernetes, Docker, Elixir",75000.0,0.0,72000.0,15000.0,30.0,Full-time employee,Unlimited contract,English,101-1000,Product,no,0.0,500.0
2020-11-24 11:32:24,28,Female,berlin,Other Roles,7.0,7.0,Other,,,45000.0,0.0,37000.0,0.0,28.0,Full-time employee,Unlimited contract,German,1000,Product,no,,
2020-11-24 11:32:28,29,Female,berlin,Operations & Support,8.0,5.0,Senior,,,60000.0,0.0,52000.0,0.0,28.0,Full-time employee,Unlimited contract,English,51-100,Startup,yes,,
2020-11-24 11:32:48,32,Male,berlin,Software Development,8.0,5.0,Senior,,"PHP, SQL, AWS, Kubernetes, Docker",65000.0,0.0,60000.0,0.0,30.0,Full-time employee,Unlimited contract,English,11-50,Product,no,0.0,
2020-11-24 11:32:57,44,Male,berlin,Software Development,12.0,3.0,Senior,,"SQL, Go, Kubernetes, Docker",68000.0,0.0,68000.0,0.0,26.0,Full-time employee,Unlimited contract,English,11-50,Product,no,,
2020-11-24 11:33:33,35,Male,munich,Software Development,11.0,3.0,Senior,,"Javascript / Typescript, AWS, Kubernetes, Docker",65000.0,5000.0,65000.0,0.0,29.0,Full-time employee,Unlimited contract,German,101-1000,Product,no,,2000.0
2020-11-24 11:33:45,33,Male,munich,Operations & Support,15.0,4.0,Lead,,"AWS, Google Cloud, Azure, Docker",90000.0,10000.0,78000.0,85000.0,30.0,Full-time employee,Unlimited contract,,101-1000,Product,no,,
2020-11-24 11:33:46,29,Male,berlin,Software Development,5.0,3.0,Senior,,"Java / Scala, AWS, Docker",75000.0,0.0,58000.0,0.0,30.0,Full-time employee,Unlimited contract,English,101-1000,Product,no,,
2020-11-24 11:35:25,39,Female,berlin,Software Development,10.0,10.0,Senior,,"Javascript / Typescript, SQL",70500.0,1000.0,68000.0,0.0,30.0,Full-time employee,Unlimited contract,German,101-1000,Consulting,no,,500.0
2020-11-24 11:36:44,28,Male,munich,Software Development,5.0,4.0,Senior,,"Kotlin, Javascript / Typescript, Java / Scala, SQL, AWS, Google Cloud, Kubernetes, Docker",72000.0,0.0,56000.0,0.0,28.0,Full-time employee,Unlimited contract,English,101-1000,Product,no,,
2020-11-24 11:37:39,34,Male,munich,Software Development,5.0,5.0,Senior,,,73500.0,0.0,70000.0,0.0,27.0,Full-time employee,Unlimited contract,English,11-50,Product,no,,
2020-11-24 11:37:52,34,Male,munich,Software Development,13.0,3.0,Lead,.net,".NET, SQL",72000.0,72000.0,60000.0,60000.0,30.0,Full-time employee,Unlimited contract,English,51-100,Product,no,32.0,
2020-11-24 11:38:10,32,Male,munich,Software Development,7.0,5.0,Senior,,"Javascript / Typescript, Java / Scala",62000.0,0.0,60000.0,0.0,30.0,Full-time employee,Unlimited contract,German,101-1000,Consulting,no,,
2020-11-24 11:38:14,38,Male,stuttgart,Other Roles,15.0,5.0,Lead,hardware,,83000.0,0.0,,0.0,30.0,Full-time employee,Unlimited contract,English,1000,Product,no,,
2020-11-24 11:38:15,32,Male,berlin,Data & AI,10.0,10.0,Other,,,110000.0,30000.0,85000.0,15000.0,30.0,Full-time employee,Unlimited contract,English,1000,Consulting,no,,
2020-11-24 11:40:04,28,Male,berlin,Software Development,3.0,2.0,Other,js,"Javascript / Typescript, SQL, AWS, Google Cloud, Kubernetes, Docker, Quorum",55000.0,0.0,42000.0,0.0,22.0,Full-time employee,Unlimited contract,English,11-50,Startup,no,24.0,
2020-11-24 11:40:05,29,Male,konstanz,Software Development,6.0,3.0,Other,android,Kotlin,53000.0,0.0,53000.0,0.0,26.0,Full-time employee,Unlimited contract,English,11-50,Startup,no,20.0,
2020-11-24 11:40:24,36,Male,munich,Software Development,15.0,3.0,Senior,,PHP,55000.0,0.0,55000.0,0.0,28.0,Full-time employee,Unlimited contract,English,1000,Product,no,,600.0
2020-11-24 11:40:42,39,Male,berlin,Software Development,10.0,2.0,Senior,,"Javascript / Typescript, .NET, SQL, Azure, Docker",75000.0,0.0,65000.0,0.0,30.0,Full-time employee,Unlimited contract,German,1000,Consulting,no,,
2020-11-24 11:40:45,29,Male,munich,Software Development,7.0,3.0,Senior,,"Kotlin, Javascript / Typescript, Java / Scala, Docker",80000.0,5000.0,72000.0,2500.0,24.0,Full-time employee,Unlimited contract,English,1000,Product,no,,1000.0
2020-11-24 11:42:49,31,Male,berlin,Management & Leadership,11.0,6.0,Lead,,"Python, Java / Scala, SQL, Go, AWS, Google Cloud, Kubernetes, Docker",80000.0,0.0,79000.0,0.0,27.0,Full-time employee,Unlimited contract,English,101-1000,Startup,no,40.0,200.0
2020-11-24 11:43:28,30,Male,berlin,Software Development,5.0,5.0,Other,,,55000.0,0.0,,0.0,27.0,Full-time employee,Unlimited contract,English,1000,Product,no,,
2020-11-24 11:43:34,30,Male,munich,Operations & Support,8.0,2.0,Other,,,70200.0,75000.0,63000.0,63000.0,30.0,Full-time employee,Unlimited contract,English,1000,Product,no,,
2020-11-24 11:43:49,33,Male,frankfurt,Software Development,4.0,0.0,Other,,,50000.0,0.0,,0.0,24.0,Full-time employee,Unlimited contract,English,11-50,Consulting,no,,
2020-11-24 11:44:00,27,Male,berlin,Software Development,5.0,1.0,Senior,scala,Java / Scala,78000.0,0.0,70000.0,0.0,30.0,Full-time employee,Unlimited contract,English,1000,Startup,no,,
2020-11-24 11:44:02,26,Female,munich,Data & AI,6.0,2.0,Other,,"Python, C/C++, SQL, Docker",60000.0,10000.0,60000.0,60000.0,26.0,Full-time employee,Unlimited contract,English,1000,Product,no,,
2020-11-24 11:44:10,26,Male,berlin,Software Development,8.0,3.0,Lead,,"Python, PHP, Javascript / Typescript, Go, Google Cloud, Kubernetes, Docker",85000.0,0.0,75000.0,0.0,28.0,Full-time employee,Unlimited contract,English,1000,Product,no,,
2020-11-24 11:44:18,31,Female,berlin,Data & AI,6.0,2.0,Other,,Python,60000.0,0.0,50000.0,500.0,27.0,Full-time employee,Unlimited contract,English,101-1000,Startup,no,,500.0
2020-11-24 11:44:34,30,Male,berlin,Software Development,10.0,2.0,Senior,,"Python, Java / Scala, AWS, Docker",72000.0,0.0,70000.0,0.0,28.0,Full-time employee,Unlimited contract,English,101-1000,Product,no,,
2020-11-24 11:44:51,38,Male,berlin,Other Roles,17.0,3.0,Other,,,68500.0,30000.0,62400.0,122000.0,25.0,Full-time employee,Unlimited contract,English,1000,Product,no,,8000.0
2020-11-24 11:44:59,43,Male,berlin,Software Development,5.0,3.0,Senior,,"Kotlin, Java / Scala",72000.0,0.0,68000.0,0.0,30.0,Full-time employee,Unlimited contract,English,1000,Product,no,,
2020-11-24 11:45:28,33,Male,berlin,Software Development,5.0,1.0,Other,,Kubernetes,65000.0,0.0,65000.0,0.0,30.0,Full-time employee,Unlimited contract,English,101-1000,Product,no,0.0,
2020-11-24 11:45:31,31,Male,berlin,Software Development,9.0,,Senior,,"Python, .NET, AWS, Azure, Kubernetes, Docker",60000.0,0.0,,0.0,25.0,Full-time employee,Unlimited contract,English,11-50,Startup,no,,
2020-11-24 11:46:15,32,Female,berlin,Operations & Support,10.0,,Senior,,"Kotlin, Javascript / Typescript, SQL, Docker",61000.0,0.0,55000.0,0.0,30.0,Full-time employee,Unlimited contract,English,101-1000,Product,no,,
2020-11-24 11:46:16,24,Male,berlin,Data & AI,4.0,2.0,Senior,,"Python, AWS, Docker",73000.0,73000.0,50000.0,50000.0,24.0,Full-time employee,Unlimited contract,English,101-1000,Startup,no,0.0,
2020-11-24 11:46:21,29,Male,berlin,Operations & Support,7.0,1.0,Lead,,"Python, Go, AWS, Kubernetes",78000.0,10000.0,70000.0,0.0,28.0,Full-time employee,Unlimited contract,English,101-1000,Product,no,,
2020-11-24 11:46:42,29,Male,berlin,Data & AI,4.0,4.0,Senior,,"SQL, AWS, Docker",81000.0,0.0,72000.0,0.0,29.0,Full-time employee,Unlimited contract,English,101-1000,Product,no,,300.0
2020-11-24 11:46:48,30,Male,munich,Other Roles,5.0,5.0,Senior,vhdl,Python,75000.0,10000.0,73000.0,8000.0,30.0,Full-time employee,Unlimited contract,English,101-1000,Product,no,,
2020-11-24 11:48:46,35,Female,berlin,Data & AI,3.0,2.0,Other,power,"Python, Javascript / Typescript, SQL, SAP / ABAP, Google Cloud, Azure",55000.0,3000.0,45000.0,0.0,31.0,Full-time employee,Unlimited contract,German,1000,Product,no,,
2020-11-24 11:48:57,27,Female,hamburg,Other Roles,6.0,1.0,Senior,,,50000.0,0.0,,0.0,28.0,Full-time employee,Temporary contract,English,101-1000,Product,no,,
2020-11-24 11:49:06,32,Female,berlin,Management & Leadership,8.0,8.0,Other,,,55000.0,0.0,,0.0,27.0,Full-time employee,Unlimited contract,German,11-50,Consulting,no,,
2020-11-24 11:49:42,33,Male,munich,Operations & Support,5.0,1.0,Senior,,Docker,60000.0,0.0,,0.0,30.0,Full-time employee,Unlimited contract,English,1000,Product,no,,
2020-11-24 11:50:04,28,Male,berlin,Software Development,8.0,3.0,Lead,,"Python, Javascript / Typescript, .NET, SQL, AWS, Azure, Kubernetes, Docker",80000.0,0.0,72000.0,0.0,30.0,Full-time employee,Unlimited contract,English,101-1000,Product,no,,
2020-11-24 11:50:47,31,Female,munich,Management & Leadership,14.0,7.0,Other,none,,80000.0,0.0,80000.0,0.0,30.0,Full-time employee,Unlimited contract,German,1000,Product,no,,
2020-11-24 11:50:51,32,Male,munich,Software Development,7.0,3.0,Senior,,Kotlin,60000.0,0.0,60000.0,0.0,38.0,Full-time employee,Unlimited contract,English,51-100,Product,no,40.0,
2020-11-24 11:50:52,30,Male,berlin,Software Development,8.0,2.5,Senior,,"Python, Kotlin, Java / Scala, SQL, Kubernetes, Docker",80000.0,0.0,60000.0,0.0,25.0,Full-time employee,Unlimited contract,English,1000,Product,no,,
2020-11-24 11:50:56,26,Male,munich,Software Development,7.0,,Senior,,,78000.0,4000.0,61000.0,0.0,27.0,Full-time employee,Unlimited contract,English,101-1000,Product,no,,
2020-11-24 11:51:35,31,Male,munich,Software Development,10.0,2.0,Senior,,"Python, Javascript / Typescript, SQL, Kubernetes, Docker",68000.0,0.0,68000.0,0.0,30.0,Full-time employee,Unlimited contract,English,1000,Product,no,,
2020-11-24 11:52:49,38,Female,munich,Operations & Support,6.0,2.0,Other,,,62000.0,0.0,62000.0,0.0,26.0,Full-time employee,Unlimited contract,English,1000,Product,no,,
2020-11-24 11:53:56,37,Male,berlin,Software Development,10.0,3.0,Senior,,"PHP, Javascript / Typescript, SQL",55000.0,0.0,55000.0,0.0,26.0,Full-time employee,Unlimited contract,English,11-50,Startup,no,,
2020-11-24 11:54:06,25,Male,munich,Software Development,3.0,1.0,Other,,"Python, SQL, AWS, Azure, Kubernetes, Docker",62000.0,0.0,55000.0,0.0,30.0,Full-time employee,Unlimited contract,English,101-1000,Product,no,,
2020-11-24 11:54:18,36,Male,berlin,Software Development,12.0,4.0,Senior,,"Javascript / Typescript, AWS, Docker",72000.0,0.0,72000.0,0.0,26.0,Full-time employee,Unlimited contract,English,1-10,Startup,no,,
2020-11-24 11:54:32,27,Male,munich,Operations & Support,5.0,1.0,Senior,swift,"Kotlin, Ruby",58000.0,5800.0,58000.0,101.0,30.0,Full-time employee,Unlimited contract,English,1000,Product,no,,
2020-11-24 11:55:06,35,Male,frankfurt,Data & AI,12.0,10.0,Senior,ml,"Python, Java / Scala, R, SQL, AWS, Azure",120000.0,30000.0,90000.0,30000.0,30.0,Full-time employee,Unlimited contract,English,1000,Product,no,0.0,
2020-11-24 11:55:07,37,Male,munich,Software Development,15.0,2.0,Senior,,"PHP, Javascript / Typescript, SQL, Docker",75000.0,0.0,72500.0,0.0,30.0,Full-time employee,Unlimited contract,German,101-1000,Product,no,,200.0
2020-11-24 11:55:33,26,Male,munich,Data & AI,3.0,2.0,Other,,"Python, SQL, AWS, Docker",65000.0,7000.0,52000.0,300.0,30.0,Full-time employee,Unlimited contract,English,101-1000,Product,no,,
2020-11-24 11:55:57,33,Male,frankfurt,Software Development,6.0,6.0,Other,,"SQL, AWS, Google Cloud, Kubernetes, Docker",85000.0,40000.0,78000.0,7000.0,28.0,Full-time employee,Unlimited contract,English,1000,Product,no,,
2020-11-24 11:56:00,34,Male,berlin,Software Development,7.0,1.0,Senior,,Docker,65000.0,0.0,,0.0,25.0,Full-time employee,Unlimited contract,English,1-10,Startup,no,,
2020-11-24 11:56:05,33,Male,berlin,Software Development,12.0,6.0,Lead,,"Javascript / Typescript, SQL, AWS, Docker",65000.0,0.0,60000.0,0.0,27.0,Full-time employee,Unlimited contract,English,101-1000,Product,no,0.0,
2020-11-24 11:56:47,29,Male,berlin,Software Development,8.0,0.0,Senior,,"Java / Scala, AWS, Kubernetes, Docker",72000.0,0.0,,0.0,25.0,Full-time employee,Unlimited contract,English,101-1000,Startup,no,,
2020-11-24 11:56:56,24,Male,munich,Software Development,5.0,2.0,Other,c++,"Javascript / Typescript, Go",79000.0,56000.0,77000.0,33000.0,30.0,Full-time employee,Unlimited contract,English,1000,Product,no,,900.0
2020-11-24 11:57:37,28,Female,munich,Operations & Support,6.0,2.0,Other,,,65000.0,3000.0,42000.0,0.0,25.0,Full-time employee,Unlimited contract,English,1000,Product,no,,1600.0
2020-11-24 11:57:53,30,Female,berlin,Software Development,8.0,2.0,Senior,,"Javascript / Typescript, SQL, AWS, Kubernetes, Docker",75000.0,0.0,65000.0,0.0,35.0,Full-time employee,Unlimited contract,English,101-1000,Product,no,,
2020-11-24 11:57:55,28,Male,cologne,Data & AI,8.0,1.0,Senior,,"Python, Javascript / Typescript",60000.0,12000.0,,0.0,28.0,Full-time employee,Unlimited contract,English,1-10,Consulting,no,,1500.0
2020-11-24 11:58:24,31,Male,munich,Software Development,11.0,1.0,Senior,,"Javascript / Typescript, Java / Scala, AWS, Kubernetes, Docker",80000.0,4000.0,80000.0,0.0,30.0,Full-time employee,Unlimited contract,English,1000,Product,no,,
2020-11-24 11:59:14,28,Male,munich,Software Development,5.0,3.0,Senior,,Swift,57000.0,8000.0,70000.0,0.0,30.0,Full-time employee,Unlimited contract,English,1000,Product,no,,
2020-11-24 11:59:20,32,Female,kempten,Software Development,10.0,1.0,Other,,"Javascript / Typescript, .NET, SQL",49000.0,0.0,,0.0,30.0,Full-time employee,Unlimited contract,Multiple languages,51-100,Product,no,,
2020-11-24 11:59:33,28,Male,berlin,Software Development,6.0,2.0,Senior,,"Kotlin, Java / Scala, SQL, AWS, Kubernetes, Docker",65000.0,75000.0,60000.0,60000.0,28.0,Full-time employee,Unlimited contract,English,11-50,Startup,no,,
2020-11-24 11:59:38,26,Female,munich,Data & AI,3.0,1.0,Junior,,"Python, AWS, Docker",70000.0,12000.0,,0.0,28.0,Full-time employee,Unlimited contract,English,1000,Product,no,,
2020-11-24 12:00:01,33,Male,berlin,Software Development,6.0,4.0,Other,,,63000.0,6300.0,60000.0,6000.0,28.0,Full-time employee,Unlimited contract,English,101-1000,Product,no,,850.0
2020-11-24 12:00:20,41,Male,munich,Management & Leadership,18.0,3.0,Other,,,72000.0,0.0,60000.0,0.0,30.0,Full-time employee,Unlimited contract,English,1000,Product,no,,
2020-11-24 12:00:59,31,Male,berlin,Software Development,9.0,1.0,Senior,,"Python, Javascript / Typescript, .NET, AWS, Azure, Kubernetes, Docker",60000.0,6000.0,,0.0,25.0,Full-time employee,Unlimited contract,English,11-50,Startup,no,,
2020-11-24 12:01:01,30,Male,munich,Software Development,6.0,1.0,Senior,,"Javascript / Typescript, AWS, Docker",75000.0,101.0,,0.0,28.0,Full-time employee,Unlimited contract,English,51-100,Product,no,0.0,
2020-11-24 12:01:59,31,Male,berlin,Software Development,8.0,1.0,Senior,,"Javascript / Typescript, Google Cloud, Docker",70000.0,101.0,,0.0,24.0,Full-time employee,Unlimited contract,English,101-1000,Startup,no,,
2020-11-24 12:02:04,37,Male,munich,Software Development,12.0,4.0,Senior,,"Javascript / Typescript, Docker",62000.0,5000.0,60000.0,5000.0,28.0,Full-time employee,Unlimited contract,English,101-1000,Product,no,32.0,
2020-11-24 12:04:10,30,Male,berlin,Software Development,10.0,5.0,Lead,,"Python, SQL",78000.0,1000.0,75000.0,1000.0,0.0,Full-time employee,Unlimited contract,English,101-1000,Startup,no,30.0,
2020-11-24 12:04:15,34,Male,munich,,17.0,6.0,Lead,,"Python, Java / Scala, R, SQL, Go, AWS, Google Cloud, Azure, Kubernetes, Docker",120000.0,20000.0,110000.0,10000.0,32.0,Full-time employee,Unlimited contract,German,1000,Consulting,no,,5000.0
2020-11-24 12:06:20,25,Male,munich,Software Development,5.0,0.0,Senior,,"Kotlin, Java / Scala, SQL, SAP / ABAP, Kubernetes, Docker",75000.0,5000.0,,0.0,24.0,Full-time employee,Unlimited contract,English,101-1000,Product,no,,
2020-11-24 12:06:41,36,Male,berlin,Software Development,19.0,5.0,Senior,,"Javascript / Typescript, SQL, AWS, Docker",69000.0,0.0,69000.0,0.0,28.0,Full-time employee,Unlimited contract,English,101-1000,Product,no,,
