Capacidad (MW),Costo de Generación ($/MWh),Eficiencia (%),Disponibilidad (%),Emisiones CO2 (ton/MWh),Tipo de Combustible
0.38192023923360413,0.4620135089191817,0.152347665572583,0.395680650358994,0.7486127618527109,Gas Natural
0.9250619636726191,0.5861678347459798,0.3659951965116691,0.5329797274134523,0.07779842877324479,Gas Natural
0.10865272037954937,0.01241768124039143,0.7535907107419723,0.5945773539858821,0.23351484720253055,Eólica
0.3919493330342324,0.07578206204397644,0.28103781980314757,0.24691519347415392,0.1759201690795669,Diesel
0.024574587527821472,0.469900508064418,0.13518909445945101,0.8657836713592226,0.158115265140707,Gas Natural
0.22192091677183898,0.14489919239552548,0.2360371849739844,0.04463676428935376,0.28766081194781284,Carbón
0.17634966313828876,0.2699726408136819,0.3579984385032049,0.6322752160814005,0.9115998692145106,Diesel
0.7558014892706605,0.07378625346914897,0.5561108869406641,0.3837091972293559,0.8744101766931522,Solar
0.4982740148809257,0.1114747750340069,0.21160154108153093,0.4512162342791121,0.33754189558414327,Solar
0.5611418556452249,0.1570785457265273,0.4140797753407139,0.37051618486463933,0.9070880125031031,Gas Natural
0.7868008271658523,0.5765679331233377,0.9223960591340205,0.3082168800158227,0.6396948934149332,Eólica
0.07932994650382207,0.6854753450564344,0.04725506450084592,0.017524362796021542,1.0,Solar
0.6992878539335969,0.0013086418867632734,0.02559182209967356,0.5521171901766538,0.8781625992837794,Gas Natural
0.5329528238732582,0.39243076572774926,0.992501936225778,0.29603294735777563,0.5948850147540246,Gas Natural
0.1560031001161843,0.6744710611293295,0.6843915425490429,0.4359505148954181,0.8223323367501569,Diesel
0.9005990061283963,0.05055794259920206,0.3407996492329857,0.6773106772356404,0.3883514502037852,Solar
0.15254987002850878,0.3738667966472622,0.06929500797923677,0.95965124836711,0.5273409739499052,Gas Natural
0.562329320398257,0.7064839673192344,0.129656455904173,0.9436447958310918,0.6711364960919758,Carbón
0.05384182276301733,0.24327458881233138,0.3313874080976659,0.46025406616432946,0.5138359539221464,Solar
0.7454512526008668,0.6681923724365089,0.13346441942036824,0.4364503634518163,0.48907914333767,Eólica
0.5573695310759194,0.6758526427789093,0.13412406317171344,0.7923034106153765,0.9703781624614514,Gas Natural
0.28594638028243335,0.7979583349984986,0.37988922793035335,0.6008497620535492,0.0741736489419542,Diesel
0.193341311077902,0.4782458191393812,0.5123494392320461,0.2800136530942177,0.053446835962140844,Solar
0.20709003834854328,0.7787559364379237,0.24316554823659384,0.4317972968683289,0.5208828313141641,Solar
0.3308779104684853,0.47222090778170084,0.056864861250824544,0.935060843207364,0.7724300617078061,Carbón
0.34681147573875415,0.7799647520868986,0.4328765765279618,0.42187351910459564,0.37613101614101996,Eólica
0.37395273452208844,0.874198771561184,0.8510398346727486,0.7871244081039243,0.7111392911288015,Eólica
0.16409409574340678,0.8904527030951803,0.5530456564411845,0.38240615939054884,0.8778801918820072,Gas Natural
0.4091528249443286,0.5067131099456239,0.5967435249954087,0.7299522310268406,0.5288002787685087,Solar
0.6208874372154511,0.4499992009812276,0.9891716015163873,0.7946206585057999,0.3649973582554758,Carbón
0.01951586100987408,0.7839185115695891,0.8306703819790721,0.2217296883416659,0.5935102463821007,Solar
0.03470062478221011,0.3864235932130801,0.15270335407740931,0.48931630383554453,0.6764882179358638,Diesel
0.6284398929923032,0.1395003996636001,0.3919704089782458,0.8727978305238651,0.37853432537408455,Diesel
0.44957691326810134,0.5039067867014517,0.5548753665993068,0.5967770793966888,0.43108865688958514,Diesel
0.003960928160304126,0.7928379830738274,0.6247453043901484,0.9158281373966168,0.28195421430667983,Solar
0.117839582899573,0.9135384784216325,0.842406968744249,0.8329807491475362,0.04787585030928706,Gas Natural
0.016910666454876336,0.12840268731325147,0.1346206122037606,0.7716160640760311,0.45110031502462894,Diesel
0.6055434508310523,0.08239238401162347,0.7932653800255648,0.38273560078550706,0.452282110525448,Gas Natural
0.6450961479182631,0.5510990435996035,0.13609096760350528,0.7021051376867762,0.11578151535135547,Carbón
0.5572156894726906,0.6637458876167011,0.38327023056770027,0.9263633586616722,0.9076980440642506,Carbón
0.27391316915961617,0.08534637704670688,0.15747204746305735,0.3679343940924036,0.008825086226394756,Carbón
0.19596369755689733,0.4017252398060025,0.31041443594032514,0.7809612677866965,0.04510540688524501,Gas Natural
0.8565845570225182,0.9105844012733926,0.17560719351571225,0.702316601273884,0.5955957046652186,Gas Natural
0.25066424469625903,0.30380251037971556,0.06355714779175323,0.18039087000972226,0.9715130836964234,Gas Natural
0.32141295985712265,0.7759596149689557,0.12518989554893697,0.8015200392905886,0.306872410863605,Eólica
0.43205620097875586,0.03038947371454747,0.0648928004276386,0.4146836398292569,0.6376937573151834,Solar
0.3539515543840107,0.99768688036933,0.8136015387536881,0.6298220987753257,0.014558008106075354,Eólica
0.6133999488416638,0.2172773665787745,0.7468390181838102,0.9835363184845248,0.5970040418224762,Gas Natural
0.49723356740466035,0.3401587043833712,0.6096116128178746,0.2793095822327281,0.11911369634206863,Eólica
0.09660756381215356,0.6769071857756527,0.41344509937644214,0.9455131207523506,0.5540672099132585,Diesel
0.10296792420448161,0.7934482265760461,0.018591342318716238,0.7440690748685107,0.6382246065400352,Carbón
0.025946515660294718,0.9457598968208036,0.934164514210516,0.5214939363769303,0.708826543534456,Eólica
0.220473567837331,0.8083953470128028,0.13976511707478456,0.1308452915515284,0.4274408031301279,Carbón
0.12788335719791094,0.8609097480519992,0.5947632151947062,0.07509381673960919,0.5695422432218094,Eólica
0.5401949827719037,0.22134325489175571,0.7302557988754942,0.024925132377377396,0.21830654899958543,Solar
0.9239978034410513,0.055645417254223305,0.08050972304841972,0.07715330728691507,0.9544874407673868,Gas Natural
0.8088844698442639,0.21268730562067384,0.7744663257002808,0.9106454466203532,0.4350119096999509,Solar
0.4301948896109894,0.4276336305976377,0.10602371509546711,1.0,0.10278064065741023,Gas Natural
0.5309951230498964,0.30740549523942895,0.9191145467488117,0.31119368904342226,0.5792230260662135,Carbón
0.7723986923743936,0.7385068707516984,0.897213147268414,0.4931476278922377,0.7647653927859084,Gas Natural
0.5177748100853685,0.6776419867190591,0.0239623492677841,0.8617611669789839,0.7587301874658354,Gas Natural
0.6362807768931832,0.35386590541337815,0.546473165988441,0.3118236184719625,0.1564296076600595,Solar
0.8795520007338444,0.14606214392958497,0.6306301703924476,0.15684993623955515,0.6731457220437386,Carbón
0.4719878503694405,0.1502352439796514,0.7159328991142029,0.5889167826589586,0.04450807153655487,Eólica
0.7147205586585418,0.978094032217462,0.4117842560455767,0.9763950210656457,0.08054464238619324,Solar
0.7114295337977685,0.9372025171454905,0.2837541046248517,0.147626406092291,0.4937720645915948,Carbón
0.017230094177943113,0.7127018812272365,0.8712417767698742,0.10821557804844925,0.7683453354274176,Solar
0.8433498406039026,0.18215222612144685,0.46413495153061524,0.7053835990862332,0.7566974201384573,Eólica
0.6488532246870627,0.602719760593335,0.912872096681368,0.7895898386510276,0.7978108042235703,Solar
0.8139653501545385,0.07729961732100328,0.7926317213160452,0.4003837937882688,0.5270453655744269,Eólica
0.02762887901662476,0.5928653884117676,0.6671557433775896,0.0060094591024627995,0.985474455107299,Gas Natural
0.4708542949784234,0.05275300601500374,0.4999626853447472,0.9644096956260994,0.3575944806495412,Diesel
0.08826709126011073,0.20044667247014003,0.4443039572711089,0.5724460536435855,0.4864225314653856,Carbón
0.760560515981325,0.9566947393807947,0.15985100632796898,0.2114265495218694,0.6594198013134072,Carbón
0.4885506281798116,0.9514029349240757,0.9897515266013553,0.4737615997204357,0.33906849714122317,Solar
0.5384054032889753,0.7259420085758506,0.378477632079991,0.9609661289149054,0.09131537034376486,Eólica
0.22391962542901298,0.6046986900455792,0.27559940551512957,0.006528304622535571,0.6637184103682072,Carbón
0.817241603007972,0.5129995143043528,0.741810935467099,0.9913300973610613,0.21059689772223408,Carbón
0.04327416522721921,0.09495864491188914,0.9309761618100985,0.7393376893038356,0.9787656811266391,Gas Natural
0.6615542031426437,0.019457583552483296,0.4398657903670471,0.8725520307459982,0.09659949354313364,Carbón
0.6788853231132765,0.009848443410531201,0.17601420904868922,0.44380543522982413,0.6127837850713878,Diesel
0.3418285044231684,0.6528391606203199,0.48524892987436014,0.740885719842947,0.3557201734259516,Solar
0.4407488494603612,0.7614502359682879,0.21123283974787876,0.3937098872503938,0.4372477638069835,Carbón
0.35665624472150914,0.2685392018952979,0.6855549867830736,0.4691058960907668,0.1534687090710204,Solar
0.5652946147882834,0.07383900353328801,0.28976297661751077,0.5226717267172873,0.9891824108820736,Gas Natural
0.49326088757382336,0.31067518317865184,0.9846399893747148,0.9038143637654602,0.7830888852597594,Eólica
0.22085336656446405,0.9932696337389938,0.46439878103403176,0.6469227145517579,0.3877741737431593,Eólica
0.9557854661056638,0.07242597203255385,0.49094498361651384,0.6922632021447014,0.2591150536201187,Solar
0.1596800311858305,0.404665992689547,0.8400736376500981,0.18657002840559553,0.6042631189413085,Diesel
0.4681111358842766,0.42663821766253984,0.06068137064356428,0.2899103988744339,0.4317709249127484,Diesel
0.1501453654789596,0.4868737528491696,0.2368335596791681,0.6041776298289419,0.014029811050727342,Solar
0.5334848691937302,0.6899575288076247,0.4100502565425131,0.11020470255693547,0.16701946639016446,Diesel
0.8781614188770179,0.4923397324459322,0.6512586682594385,0.4340348605904467,0.11656951186245061,Gas Natural
0.41130297109947006,0.3573323480577289,0.7883430708744946,0.14884751926330617,0.3186584704037104,Gas Natural
0.5200904118985534,0.1148649416747939,0.9109637115726834,0.6475518339330606,0.20844885910281305,Eólica
0.023611233243810856,0.973512556777412,0.677551015962738,0.16727581560293225,0.5936019066211334,Solar
0.7014479281840097,0.8533134556757499,0.8227336783071497,0.3323637056110991,0.34085331577971784,Solar
0.22334122149654453,0.34436469927747665,0.1849832581689826,0.8757829287465623,0.9326760459278335,Gas Natural
0.4863026531688151,0.051355598573291035,0.7201374640328244,0.441681975673719,0.2704236758664351,Eólica
0.6014709875364259,0.5065238842758245,0.3254128670865818,0.36672764548210474,0.6421529181801466,Carbón
0.4521318687102854,0.06654528359675779,0.2909985988135073,0.49793574746218516,0.3706889424013738,Eólica
0.21432481385440533,0.6366377494338611,0.9489041400245224,0.25152921564930186,0.6497185508066816,Solar
0.11326760956887039,0.925354219095224,0.847753303527642,0.9600030660786825,0.961998068965078,Diesel
0.3072978438197706,0.4449339069275598,0.14804318370666256,0.9248812852982737,0.11111497531003746,Eólica
0.12981037787164232,0.3798530416269542,0.6014567554147868,0.8652732577952701,0.1678265898412888,Carbón
0.07529127488712016,0.20010181087305234,0.8945689002012877,0.5781201673054338,0.7893345857458572,Eólica
0.44684028239081414,0.16041105409558293,0.5502227757423934,0.10677351561868693,0.14008075703468426,Gas Natural
0.7926629102006378,0.7560844731802663,0.9602306730979352,0.9663024477920323,0.27502650052412125,Solar
0.5089899547520131,0.592287527674753,0.48348691902854857,0.7812641083569024,0.6712764236732344,Diesel
0.14262100436854322,0.631348776055173,0.3131039676121145,0.44443470521224565,0.028759239225258547,Carbón
0.7760714066555998,0.3949700913370334,0.4581598448272035,0.6498326395698906,0.9103487440666285,Gas Natural
0.46327643619806,0.4382822279819683,0.6082306902923313,0.14588310141270028,0.08263982207167116,Gas Natural
0.4138911808361996,0.5228997560941251,0.5778481808628626,0.14554094778287674,0.8090211669841495,Carbón
0.3514804530147848,0.4523947561018108,0.2904669811326201,0.5282167512709469,0.21603607517799714,Eólica
0.0015861417096577712,0.9101885100832147,0.2929786153572533,0.4529869056112025,0.6980106673999962,Carbón
0.04867775523850296,0.8037650788083539,0.4406791855257717,0.19602234619192838,0.46020410007106816,Gas Natural
0.719523676426575,0.15868916479646383,0.09612759472673224,0.227741696513055,0.7494451789021875,Eólica
0.47805027638129677,0.6373014892139759,0.5449859826768706,0.41508930259995325,0.17284111001772434,Solar
0.9712375422982314,0.3073427741685979,0.5722366294550781,0.3592429373942306,0.9129746968939888,Eólica
0.42084338596783044,0.7847348173527512,0.9042073177419279,0.643250812534521,0.12045014681067057,Carbón
0.6456145321084937,0.756959273867701,0.5490073298273231,0.20392137073985145,0.013931499049286507,Carbón
0.26850755433432244,0.2724640907715652,0.7748078230141472,0.23554485004352846,0.019227202691573977,Diesel
0.7104761906924059,0.12397765383274623,0.07518832919447313,0.3059770051915187,0.8920628117659607,Diesel
0.02194824884954942,0.7380691789929248,0.9853803258469434,0.9585563527120935,0.5471695288100903,Eólica
0.23108910808083738,0.8016540054869445,0.9116985978960831,0.012649426109834876,0.06858058477581142,Eólica
0.14010572309241198,0.2874573575831341,0.9320588482377463,0.6948227020627002,0.7081391381030974,Solar
0.8795260972481169,0.6450184790876649,0.20845463027932812,0.29385730447865877,0.5655067842136994,Gas Natural
0.7506757860819411,0.05134522307801715,0.25903763208652525,0.5812167721410191,0.3475626359171797,Carbón
0.8293647462960325,0.493403121641784,0.1896082956471706,0.36007897303486514,0.725371712587302,Gas Natural
0.34672017506211916,0.17501955055876328,0.9404034997460164,0.12930485006893588,0.5376169527120446,Gas Natural
0.8620754400579576,0.2982861685762856,0.4472405017835974,0.2474216326260042,0.7442452289796251,Eólica
0.9122889241329193,0.7161227971992564,0.905777089651442,0.017128347754558515,0.3257113276529657,Solar
0.7475045802864309,0.8129560827896639,0.8771730597849099,0.31633201675838907,0.8841952380665936,Carbón
0.6225203748692579,0.8663863832441504,0.11791172124885999,0.11378735280483604,0.8617530378854534,Gas Natural
0.4805550703349773,0.5863142883565107,0.05514629222042308,0.22403578903906363,0.7805495315132708,Eólica
0.3126194169695961,0.11178140475253906,0.9047495885659369,0.18187655516055454,0.5408934781659399,Diesel
0.09615950107350432,0.8555761395467727,0.07138793335479457,0.13500268543545288,0.4834376095651113,Gas Natural
0.7340812080213718,0.8454546832603008,0.5451221426503498,0.5642008529679972,0.8759546083324401,Carbón
0.1636706814918336,0.29011966746177936,0.56172947569158,0.16693896356922844,0.18441270187191455,Solar
0.7905136780472595,0.834324114988953,0.4448778200161196,0.2236093603192709,0.058536662542722974,Diesel
0.6139768621378999,0.906220924533048,0.4776230846468659,0.7102042615449052,0.08497575741452618,Gas Natural
0.296391747322556,0.526421647199414,0.005619591327841307,0.8551400969541986,0.33436412662303805,Eólica
0.15724906153054838,0.6715606814206332,0.12965477754437219,0.0022783301065286967,0.1492004456009346,Carbón
0.5806120685410624,0.39098176619743086,0.28861781187635616,0.8623050702434357,0.15733610608102422,Solar
0.3361283844082969,0.7298395667746376,0.9537893158717993,0.9206374661669114,0.2819664671574921,Gas Natural
0.47011136289719796,0.5162623774644202,0.6075310043856886,0.4104774781012176,0.5843975864332296,Eólica
0.2505409104139953,0.4974198768534194,0.3658112407181905,0.9154091147733125,0.9019811663601497,Eólica
0.42998413934295354,0.672367518163676,0.32538708062856936,0.09402890612258878,0.11184313937695343,Gas Natural
0.04454954717645456,0.06103236219045629,0.7452958864462879,0.014173287330125968,0.7813692294037782,Eólica
0.14622370652469735,0.9395808899470819,0.10740178558174311,0.10949010367665911,0.5219521638953021,Gas Natural
0.9232753522743707,0.08112181481341373,0.2005737100296652,0.9748626244482328,0.8799733058631037,Eólica
0.4261812160561391,0.9497963530746367,0.36692786552543893,0.6934182804511708,0.34968251694297264,Diesel
0.893324974307183,0.2659250026964843,0.5889618424126797,0.84328380651798,0.5168021592942568,Carbón
0.8573616826132062,0.5014358705300641,0.2686417237766408,0.9682780198016471,0.2936333221712927,Diesel
0.09511341836058268,0.4355864660800698,0.12004322370522379,0.5810561919602653,0.03372213091171497,Eólica
0.48331538525848355,0.1239869604740232,0.6595176810340352,0.9863176050660638,0.9719879632585801,Gas Natural
0.9287041552478207,0.25614935837411446,0.18050557789615723,0.6059796758074253,0.6383594853309477,Gas Natural
0.7817091172974486,0.49333980316072534,0.04551810923115489,0.17231709508303913,0.7886709047473092,Carbón
0.8261395824438389,0.7306328051977975,0.7574712563385094,0.6161064260289008,0.25415542195389224,Eólica
0.07525129874894348,0.13641485712670023,0.573892888417462,0.3621775914558178,0.5655000236752321,Solar
0.45133163236809976,0.6820719937981997,0.09786272633219192,0.7485252272349808,0.7088387196362884,Solar
0.2887995642293038,0.7837898827447016,0.07023947923531071,0.25384771099322156,0.6582785099868085,Gas Natural
0.46386077299220535,0.2742804731561505,0.7133397806605157,0.5930902778787659,0.27860539526278955,Carbón
0.3164495702986083,0.27956169505537065,0.48050330953145615,0.07023917250505332,0.2487268711776723,Gas Natural
0.9122549837270457,0.7927731073140365,0.03988609149864537,0.3994704059633073,0.08130676028646286,Gas Natural
0.30996702559177364,0.19639164210445,0.9001140290901201,0.6909208113334926,0.18558171264152554,Solar
0.5622074394280918,0.5471804927002293,0.2537316745363132,0.11460632929327366,0.18809163233881931,Solar
0.05563956027009179,0.14957275071378906,0.6847256415528613,0.8433332014452145,0.4984023364360278,Eólica
0.7341579076812129,0.6565301055509519,0.8842158220129054,0.8285074861466085,0.9659061630868143,Eólica
0.22222851828774642,0.4204735312159238,0.8709863855970108,0.06984091837577365,0.28279123654643745,Carbón
0.8798943051089271,0.6934247209197657,0.2274655846577332,0.4429015777625542,0.6224809434177991,Eólica
0.17557185653355176,0.34127203522389316,0.756375113322788,0.1339341439749922,0.885228268742386,Gas Natural
0.8541968031205835,0.35696961910062086,0.7297445377382306,0.47196568263089167,0.13470727473870908,Solar
0.9270631294197221,0.27234879853782956,0.3674568780288808,0.880180247101444,0.3617253438287332,Gas Natural
0.6022565137545687,0.7940787176418665,0.7498305909751213,0.7574008810366201,0.03640578600570796,Carbón
0.38620906517872466,0.05011335938538831,0.7236126959897935,0.24633194994343097,0.5862199829359424,Solar
0.5233921796069687,0.09347912641274905,0.8140364909482948,0.08224217297085748,0.0926766132486565,Gas Natural
0.625937325480147,0.40131085919585063,0.5608634779737961,0.6031747953790959,0.2655011742032397,Solar
0.8690404517708467,0.7754937437978219,0.9359222016019123,0.169660962782894,0.7714040912227237,Gas Natural
0.9304097274039357,0.2272021733284653,0.4558072719333224,0.04875756256818007,0.5008552420010008,Solar
0.4091899620626304,0.5083861191085283,0.5575986197982692,0.13997300202723825,0.5331607904243081,Carbón
0.5884086449799956,0.9807926498018699,0.3575616515746412,0.9272056193932479,0.08902557708067066,Carbón
0.3172527077152511,0.7390061949041806,0.7680077166335779,0.14769411317019282,0.6237408033778187,Carbón
0.9381695586351247,0.7195901704628233,0.6910368488290615,0.5528199706674877,0.21433050559558112,Solar
0.8119095574771608,0.5927547157136369,0.42683858134640823,0.1525685696150696,0.10654758322151968,Carbón
0.573382159932638,0.7117164947520367,0.4267502459752172,0.7724542003084961,0.7836013211576662,Carbón
0.16165484093511853,0.19635743293343363,0.4541337944590899,0.3220553181374246,0.08544036185443649,Carbón
0.34633572542219454,0.7565826550949316,0.9400052483882951,0.8420277801098468,0.8041615091006395,Carbón
